id,city,type,dist,bedroom_num,hall_num,bathroom_num,rent_area,house_title,resblock_name,bizcircle_name,layout,rent_price_listing,house_tag,frame_orientation,m_url,rent_price_unit,longitude,latitude,distance
12793,北京,整租,朝阳,2,1,2,88,整租·富力又一城A区 2室1厅 南,富力又一城A区,豆各庄,2室1厅2卫,6300,双卫生间,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2425815885362511872.html,元/月,116.572491,39.853078,811
18368,北京,整租,朝阳,1,1,1,57,整租·远洋一方润园6号院 1室1厅 南,远洋一方润园6号院,双桥,1室1厅1卫,4300,精装 集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2483844774344531968.html,元/月,116.598836,39.907647,
25711,北京,整租,海淀,2,2,2,125,整租·香溪度 2室2厅 南/北,香溪度,田村,2室2厅2卫,12000,精装 双卫生间,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2461521383365017600.html,元/月,116.246633,39.938989,
25611,北京,整租,海淀,2,1,1,62,整租·永定路1号院 2室1厅 南,永定路1号院,田村,2室1厅1卫,5500,集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2470061559536427008.html,元/月,116.270772,39.931256,
22944,北京,整租,海淀,2,1,1,56,整租·普惠北里 2室1厅 南/北,普惠北里,公主坟,2室1厅1卫,6800,近地铁 精装 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2452176990439219200.html,元/月,116.314055,39.920498,
35278,北京,整租,通州,2,1,1,85,整租·瑞都国际南区 2室1厅 南,瑞都国际南区,九棵树(家乐福),2室1厅1卫,5400,近地铁 集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2421610388291862528.html,元/月,116.662088,39.893938,505
7859,北京,整租,西城,2,1,1,58,整租·西什库大街74号院 2室1厅 东/西,西什库大街74号院,西四,2室1厅1卫,9000,近地铁 集中供暖,东 西,https://m.lianjia.com/chuzu/bj/zufang/BJ2478251544341127168.html,元/月,116.386392,39.929524,792
34693,北京,整租,通州,2,1,1,58,整租·南湖园 2室1厅 南/北,南湖园,大兴其它,2室1厅1卫,2200,集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2433883628359925760.html,元/月,116.379916,39.733308,
36463,北京,整租,通州,2,1,1,54,整租·首开万科城市之光 3房间 南,首开万科城市之光,通州其它,3房间1卫,3800,集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2371793734695124992.html,元/月,116.595015,39.823306,888
17362,北京,整租,朝阳,3,1,2,133,整租·碧水星阁 3室1厅 西,碧水星阁,十里堡,3室1厅2卫,13000,近地铁 精装 集中供暖 双卫生间,西,https://m.lianjia.com/chuzu/bj/zufang/BJ2482650250565648384.html,元/月,116.503182,39.927612,415
29425,北京,整租,丰台,1,0,1,50,整租·有德家苑2号院 1室0厅 南,有德家苑2号院,旧宫,1室0厅1卫,3500,近地铁 精装,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2484563960813600768.html,元/月,116.433932,39.793745,513
20395,北京,整租,朝阳,1,1,1,69,整租·大西洋新城G区 1室1厅 东南,大西洋新城G区,望京,1室1厅1卫,9700,近地铁 精装 集中供暖 随时看房,东南,https://m.lianjia.com/chuzu/bj/zufang/BJ2290993935701000192.html,元/月,116.471124,39.997686,843
12279,北京,整租,朝阳,4,2,2,127,整租·后现代城D区 4室2厅 复式 北,后现代城D区,大望路,4室2厅2卫,22000,近地铁 精装 集中供暖 双卫生间 随时看房,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2280175895245766656.html,元/月,116.491935,39.903992,527
35729,北京,整租,通州,2,1,1,89,整租·11站 2室1厅 南/北,11站,梨园,2室1厅1卫,4800,近地铁 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2491071634425774080.html,元/月,116.676119,39.887571,450
48934,北京,整租,房山,2,1,1,82,整租·北京城建胜茂傲山 2室1厅 南/北,北京城建胜茂傲山,良乡,2室1厅1卫,3500,集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2412205775133868032.html,元/月,116.14805,39.75121,
34818,北京,整租,通州,3,1,2,108,整租·南海家园六里 3室1厅 南/北,南海家园六里,大兴其它,3室1厅2卫,5500,集中供暖 双卫生间,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2390572246616768512.html,元/月,116.498793,39.766177,
13788,北京,整租,朝阳,1,0,1,58,整租·天天朝阳 1室0厅 东/西,天天朝阳,甘露园,1室0厅1卫,4800,新上 精装,东 西,https://m.lianjia.com/chuzu/bj/zufang/BJ2493987971183943680.html,元/月,116.516087,39.923147,
848,北京,整租,东城,1,1,1,48,整租·法华南里 1室1厅 东,法华南里,崇文门,1室1厅1卫,4900,近地铁 集中供暖 随时看房,东,https://m.lianjia.com/chuzu/bj/zufang/BJ2356365108990443520.html,元/月,116.434144,39.892211,474
33321,北京,整租,石景山,2,1,1,86,整租·樱花苑 2室1厅 南/北,樱花苑,古城,2室1厅1卫,6000,近地铁,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2416427812492673024.html,元/月,116.1768016163,39.925571412602,
34603,北京,整租,通州,2,1,1,95,整租·碧水明珠 2室1厅 东北,碧水明珠,北关,2室1厅1卫,4300,近地铁 集中供暖,东北,https://m.lianjia.com/chuzu/bj/zufang/BJ2476735180250300416.html,元/月,116.661469,39.93066,1060
24181,北京,整租,海淀,3,1,1,110,整租·清缘里中区 3室1厅 南/北,清缘里中区,清河,3室1厅1卫,5300,近地铁 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2492060368915415040.html,元/月,116.362306,40.035119,913
47908,北京,整租,房山,2,1,1,88,整租·首开熙悦山熹园3号院 2室1厅 南/北,首开熙悦山熹园3号院,长阳,2室1厅1卫,4200,近地铁 精装 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2486257799210729472.html,元/月,116.222386,39.774211,622
37383,北京,整租,通州,1,1,1,59,整租·瀛景园 1室1厅 南/北,瀛景园,亦庄,1室1厅1卫,4000,集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2478967710944870400.html,元/月,116.484891,39.800651,
19208,北京,整租,朝阳,2,1,1,80,整租·西马庄园 2室1厅 南/北,西马庄园,通州北苑,2室1厅1卫,4100,近地铁 集中供暖 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2491113329448730624.html,元/月,116.636774,39.918867,960
46894,北京,整租,顺义,3,1,2,112,整租·怡馨家园 3室1厅 南/北,怡馨家园,顺义城,3室1厅2卫,4600,集中供暖 双卫生间,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2437718501863981056.html,元/月,116.654682,40.125799,
27146,北京,整租,海淀,2,1,1,84,整租·百草园 2室1厅 南,百草园,西北旺,2室1厅1卫,7500,新上 近地铁 集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2496301034872242176.html,元/月,116.285967,40.041276,544
2790,北京,整租,朝阳,3,1,1,109,整租·方家村 3室1厅 东/西北,方家村,百子湾,3室1厅1卫,7500,精装 集中供暖 随时看房,东 西北,https://m.lianjia.com/chuzu/bj/zufang/BJ2400598305051779072.html,元/月,,,
7150,北京,整租,西城,2,1,1,88,整租·常青藤嘉园 2室1厅 西,常青藤嘉园,马连道,2室1厅1卫,7600,近地铁 集中供暖,西,https://m.lianjia.com/chuzu/bj/zufang/BJ2361514686966398976.html,元/月,116.340034,39.885855,1009
32538,北京,整租,丰台,1,1,1,67,整租·优筑 1室1厅 北,优筑,玉泉营,1室1厅1卫,5500,集中供暖 随时看房,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2479497528437899264.html,元/月,116.32442,39.858227,1056
18900,北京,整租,朝阳,2,1,1,73,整租·东恒时代二期 2室1厅 南,东恒时代二期,四惠,2室1厅1卫,8000,近地铁 精装 集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2395694271404982272.html,元/月,116.505098,39.918019,711
29534,北京,整租,丰台,2,1,1,81,整租·清欣园甲区 2室1厅 北,清欣园甲区,旧宫,2室1厅1卫,4300,集中供暖 随时看房,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2482491519924445184.html,元/月,116.449764,39.812545,
47058,北京,整租,顺义,2,1,1,92,整租·东兴一区 2室1厅 南/北,东兴一区,顺义城,2室1厅1卫,3800,新上 近地铁 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2494994438804480000.html,元/月,116.6709,40.137772,219
28358,北京,整租,海淀,2,1,1,78,整租·农科院 2室1厅 南/西,农科院,皂君庙,2室1厅1卫,12000,近地铁 精装 集中供暖,南 西,https://m.lianjia.com/chuzu/bj/zufang/BJ2470763872261242880.html,元/月,116.33633,39.964103,594
26390,北京,整租,海淀,2,1,1,74,整租·民族大学南路11号院 2室1厅 东/西,民族大学南路11号院,魏公村,2室1厅1卫,9300,近地铁 集中供暖 随时看房,东 西,https://m.lianjia.com/chuzu/bj/zufang/BJ2395719258895024128.html,元/月,116.323803,39.952377,1019
36123,北京,整租,通州,3,1,1,89,整租·金隅花石匠 3室1厅 南/北,金隅花石匠,临河里,3室1厅1卫,5000,集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2476842606551121920.html,元/月,116.708256,39.880433,
12879,北京,整租,朝阳,2,1,1,55,整租·定福庄西街 2室1厅 南/北,定福庄西街,定福庄,2室1厅1卫,5000,近地铁 精装 集中供暖 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2412163230085685248.html,元/月,116.556505,39.918741,139
47922,北京,整租,房山,3,1,1,100,整租·天资华府 3室1厅 南/北,天资华府,长阳,3室1厅1卫,4000,精装,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2424430944141180928.html,元/月,116.173584,39.769564,
28351,北京,整租,海淀,1,1,1,44,整租·明光北里 1室1厅 南,明光北里,皂君庙,1室1厅1卫,8000,近地铁 精装 集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2292715654534397952.html,元/月,116.357168,39.973031,415
4396,北京,整租,东城,1,0,1,64,整租·屯三里 1房间 西,屯三里,工体,1房间1卫,12000,近地铁 精装 集中供暖 随时看房,西,https://m.lianjia.com/chuzu/bj/zufang/BJ2401460774146424832.html,元/月,116.451076,39.94065,847
14580,北京,整租,朝阳,2,1,1,68,整租·南新园 2室1厅 南/北,南新园,华威桥,2室1厅1卫,6000,近地铁 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2396391796574781440.html,元/月,116.481385,39.874867,723
19132,北京,整租,朝阳,1,0,1,196,整租·远洋商务 1室0厅 南,远洋商务,四惠,1室0厅1卫,26000,近地铁 精装 集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2313048521211133952.html,元/月,116.497775,39.918381,756
27099,北京,整租,海淀,3,1,1,92,整租·春晖园 3室1厅 南/北,春晖园,西北旺,3室1厅1卫,9200,近地铁 精装,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2309910596218798080.html,元/月,116.274078,40.05839,1003
34171,北京,整租,石景山,2,1,1,61,整租·模式口南里 2室1厅 南/北,模式口南里,苹果园,2室1厅1卫,4000,近地铁 集中供暖 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2376093757931266048.html,元/月,116.167112,39.936388,775
37585,北京,整租,通州,2,1,1,89,整租·北京经开荣京道 3房间 西南,北京经开荣京道,亦庄,3房间1卫,6500,集中供暖 随时看房,西南,https://m.lianjia.com/chuzu/bj/zufang/BJ2450498451000270848.html,元/月,116.50372,39.792304,
46007,北京,整租,顺义,3,2,2,120,整租·鲁能7号院颐景溪园 3室2厅 南/北,鲁能7号院颐景溪园,马坡,3室2厅2卫,4000,精装 双卫生间 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2401962589065592832.html,元/月,116.669984,40.190146,
23329,北京,整租,海淀,2,1,1,65,整租·六里屯五区 2室1厅 东/西,六里屯五区,海淀北部新区,2室1厅1卫,6000,近地铁,东 西,https://m.lianjia.com/chuzu/bj/zufang/BJ2468714760661630976.html,元/月,116.257762,40.069964,293
46457,北京,整租,顺义,2,1,1,62,整租·建新北区 2室1厅 南/北,建新北区,顺义城,2室1厅1卫,3800,近地铁 集中供暖 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2439779036860522496.html,元/月,116.659218,40.128885,525
46239,北京,整租,顺义,2,1,1,70,整租·石园北区 2室1厅 南/北,石园北区,顺义城,2室1厅1卫,2800,集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2354886311611482112.html,元/月,116.670101,40.118729,
104882,北京,整租,海淀,3,1,1,73,整租·知春东里 3室1厅 南/北,知春东里,双榆树,3室1厅1卫,12000,新上 近地铁 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2493465407747260416.html,元/月,116.333734,39.980703,184
46030,北京,整租,顺义,2,1,1,90,整租·恒华安纳湖 2室1厅 南/北,恒华安纳湖,马坡,2室1厅1卫,4000,精装 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2481635121422139392.html,元/月,116.666246,40.209575,
49185,北京,整租,门头沟,1,1,1,69,整租·熙旺中心 2房间 南,熙旺中心,滨河西区,2房间1卫,4200,集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2393912463050948608.html,元/月,116.119726,39.940869,
20636,北京,整租,朝阳,2,1,1,109,整租·银领国际 2室1厅 东南,银领国际,望京,2室1厅1卫,9100,近地铁 集中供暖,东南,https://m.lianjia.com/chuzu/bj/zufang/BJ2473669074996174848.html,元/月,116.461949,40.003018,540
105212,北京,整租,西城,2,1,1,109,整租·恒华国际商务中心 2室1厅 南,恒华国际商务中心,月坛,2室1厅1卫,16000,新上,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2497758048664428544.html,元/月,116.352129,39.923913,
104861,北京,整租,海淀,1,0,1,53,整租·中湾国际 1室0厅 北,中湾国际,苏州桥,1室0厅1卫,6600,新上 近地铁 集中供暖,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2497807272152145920.html,元/月,116.31364,39.987352,794
30839,北京,整租,丰台,1,0,1,35,整租·东亚三环 1房间 北,东亚三环,马家堡,1房间1卫,4200,新上 近地铁 集中供暖 随时看房,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2495451910602235904.html,元/月,116.37785,39.842419,1
46465,北京,整租,顺义,2,1,1,85,整租·前进花园石门苑 2室1厅 南/北,前进花园石门苑,顺义城,2室1厅1卫,4500,近地铁 集中供暖 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2435387964973924352.html,元/月,116.639323,40.137953,684
33636,北京,整租,石景山,2,1,1,100,整租·依翠园 2室1厅 东/西,依翠园,鲁谷,2室1厅1卫,5800,近地铁 集中供暖 随时看房,东 西,https://m.lianjia.com/chuzu/bj/zufang/BJ2413048907069128704.html,元/月,116.22664,39.907108,782
31707,北京,整租,丰台,1,1,1,39,整租·横一条 1室1厅 南,横一条,宋家庄,1室1厅1卫,4000,近地铁 集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2420034350864678912.html,元/月,116.437597,39.863044,761
104838,北京,整租,海淀,2,1,1,57,整租·六里桥小区 2室1厅 南/北,六里桥小区,六里桥,2室1厅1卫,5000,新上 近地铁 集中供暖 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2497759752181268480.html,元/月,116.311033,39.889515,503
14508,北京,整租,朝阳,1,1,2,114,整租·泰达时代 1室1厅 东,泰达时代,红庙,1室1厅2卫,16000,近地铁 集中供暖 双卫生间,东,https://m.lianjia.com/chuzu/bj/zufang/BJ2446873564772057088.html,元/月,116.477268,39.919927,961
12316,北京,整租,朝阳,1,0,1,51,整租·金茂府东区 1房间 北,金茂府东区,大望路,1房间1卫,9500,近地铁 精装 集中供暖,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2476801623368933376.html,元/月,116.494021,39.900148,6
45385,北京,整租,顺义,2,1,1,84,整租·吉祥雅筑 2室1厅 南,吉祥雅筑,后沙峪,2室1厅1卫,5200,精装,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2429461589716369408.html,元/月,116.5511,40.111557,
27361,北京,整租,海淀,1,1,1,51,整租·今典花园 1室1厅 西北,今典花园,小西天,1室1厅1卫,6600,精装 集中供暖,西北,https://m.lianjia.com/chuzu/bj/zufang/BJ2419374239682936832.html,元/月,116.367818,39.959568,
38585,北京,整租,昌平,2,1,1,66,整租·水关新村 2室1厅 南/北,水关新村,东关,2室1厅1卫,3500,集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2413507078241910784.html,元/月,116.249025,40.218067,
30245,北京,整租,丰台,3,2,2,133,整租·天兴家园 3室2厅 南/北,天兴家园,科技园区,3室2厅2卫,9000,双卫生间,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2491255064560410624.html,元/月,116.318653,39.830097,
47114,北京,整租,顺义,2,1,1,72,整租·幸福东区 2室1厅 东南,幸福东区,顺义城,2室1厅1卫,4200,新上 近地铁 集中供暖,东南,https://m.lianjia.com/chuzu/bj/zufang/BJ2495421942409207808.html,元/月,116.665892,40.140733,354
36558,北京,整租,通州,5,2,2,137,整租·城乡世纪广场莫尔空间 7房间 南/北,城乡世纪广场莫尔空间,通州其它,7房间2卫,9000,双卫生间 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2388207633498128384.html,元/月,116.539213,39.809112,
21416,北京,整租,朝阳,1,1,1,71,整租·大屯里小区 1室1厅 北,大屯里小区,亚运村,1室1厅1卫,6400,近地铁 集中供暖,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2478854924297830400.html,元/月,116.422761,40.014025,188
10205,北京,整租,朝阳,1,0,1,42,整租·北京新天地二期 1室0厅 南,北京新天地二期,常营,1室0厅1卫,3700,近地铁 集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2491412293825331200.html,元/月,116.610874,39.921895,1062
9713,北京,整租,朝阳,3,2,3,209,整租·华贸城 3室2厅 南/北,华贸城,北苑,3室2厅3卫,18888,近地铁 精装 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2326043963200643072.html,元/月,116.4388,40.054941,607
26215,北京,整租,海淀,2,1,1,57,整租·永定路东街5号院 2室1厅 南/北,永定路东街5号院,五棵松,2室1厅1卫,6800,近地铁 精装 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2483980235096735744.html,元/月,116.272452,39.911505,853
40523,北京,整租,大兴,1,1,1,87,整租·泰中花园 1室1厅 东,泰中花园,大兴开发区,1室1厅1卫,4000,集中供暖,东,https://m.lianjia.com/chuzu/bj/zufang/BJ2486311427229892608.html,元/月,116.353561,39.768357,
45397,北京,整租,顺义,2,1,1,74,整租·江山赋 2室1厅 东/西,江山赋,后沙峪,2室1厅1卫,5500,近地铁,东 西,https://m.lianjia.com/chuzu/bj/zufang/BJ2476848311651270656.html,元/月,116.559953,40.117154,913
14143,北京,整租,朝阳,1,1,1,44,整租·惠新南里1号院 1室1厅 南,惠新南里1号院,惠新西街,1室1厅1卫,6000,近地铁 集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2430378898094030848.html,元/月,116.42984,39.985327,764
38937,北京,整租,昌平,2,1,1,63,整租·北郊农场宿舍 2室1厅 南,北郊农场宿舍,回龙观,2室1厅1卫,5200,集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2426711191453188096.html,元/月,116.323633,40.084686,1194
36344,北京,整租,通州,1,1,1,61,整租·荞馨园 1室1厅 东/北,荞馨园,乔庄,1室1厅1卫,3300,,东 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2488920627378405376.html,元/月,116.69972,39.903277,1199
35399,北京,整租,通州,3,1,1,104,整租·疃里庄园 3室1厅 南/北,疃里庄园,潞苑,3室1厅1卫,3500,新上 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2494784244958896128.html,元/月,116.701995,39.951974,
29457,北京,整租,丰台,2,1,1,76,整租·清欣园 2室1厅 南/北,清欣园,旧宫,2室1厅1卫,3800,集中供暖 随时看房,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2328035491267477504.html,元/月,116.446449,39.812275,
6018,北京,整租,西城,2,1,1,50,整租·手帕口北街 2室1厅 东南/北,手帕口北街,广安门,2室1厅1卫,5200,近地铁 集中供暖 随时看房,东南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2472958922412269568.html,元/月,116.348433,39.897049,452
35713,北京,整租,通州,2,1,1,94,整租·新城阳光 2室1厅 南,新城阳光,梨园,2室1厅1卫,4800,集中供暖 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2479632276762132480.html,元/月,116.669921,39.88789,1060
19877,北京,整租,朝阳,2,1,1,61,整租·秀水园 2室1厅 东南,秀水园,甜水园,2室1厅1卫,7800,近地铁 集中供暖 随时看房,东南,https://m.lianjia.com/chuzu/bj/zufang/BJ2453435502402486272.html,元/月,116.484508,39.93403,339
24962,北京,整租,海淀,1,0,1,38,整租·中湾国际 1室0厅 北,中湾国际,苏州桥,1室0厅1卫,6800,近地铁 集中供暖,北,https://m.lianjia.com/chuzu/bj/zufang/BJ2485314965037662208.html,元/月,116.31364,39.987352,794
105530,北京,整租,石景山,3,1,1,70,整租·远洋新天地 4房间 东南,远洋新天地,门头沟其它,4房间1卫,5000,新上 近地铁 精装 集中供暖,东南,https://m.lianjia.com/chuzu/bj/zufang/BJ2494271986558042112.html,元/月,116.131369,39.908921,198
28204,北京,整租,海淀,1,1,2,45,整租·保利海德公园 2房间 南,保利海德公园,知春路,2房间2卫,13500,近地铁 精装 集中供暖 双卫生间 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2469392924203286528.html,元/月,116.3593,39.979996,183
39496,北京,整租,昌平,1,0,1,67,整租·首开国风美唐综合楼 1房间 南,首开国风美唐综合楼,回龙观,1房间1卫,6000,近地铁 集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2429493454053842944.html,元/月,116.36695,40.079241,126
4808,北京,整租,东城,3,2,2,136,整租·华侨村 3室2厅 南,华侨村,建国门外,3室2厅2卫,15000,近地铁 集中供暖 双卫生间 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2410057616950050816.html,元/月,116.446418,39.91357,
13168,北京,整租,朝阳,1,1,1,47,整租·gogo新世代 1室1厅 西,gogo新世代,方庄,1室1厅1卫,5500,近地铁,西,https://m.lianjia.com/chuzu/bj/zufang/BJ2482420459120107520.html,元/月,116.429293,39.872461,23
40077,北京,整租,昌平,3,2,2,270,整租·天通苑北一区 3室2厅 南/北,天通苑北一区,天通苑,3室2厅2卫,14000,近地铁 集中供暖 双卫生间,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2488313750873456640.html,元/月,116.423504,40.083027,245
49155,北京,整租,门头沟,1,1,1,43,整租·迎晖南苑 1室1厅 南,迎晖南苑,滨河西区,1室1厅1卫,3000,近地铁 精装 集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2487082367936897024.html,元/月,116.129801,39.91954,3
21737,北京,整租,朝阳,2,1,1,146,整租·润枫德尚苑 2室1厅 东,润枫德尚苑,亚运村,2室1厅1卫,16800,近地铁 集中供暖,东,https://m.lianjia.com/chuzu/bj/zufang/BJ2417982652511690752.html,元/月,116.416675,40.011321,341
39184,北京,整租,昌平,2,1,1,89,整租·金域华府一期 2室1厅 南,金域华府一期,回龙观,2室1厅1卫,7200,新上 集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2493414090572578816.html,元/月,116.315513,40.071376,
1180,北京,整租,海淀,2,1,1,65,整租·汽修一厂宿舍 2室1厅 南/北,汽修一厂宿舍,奥林匹克公园,2室1厅1卫,6500,精装 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2348475763894272000.html,元/月,,,
493,北京,整租,东城,1,1,1,46,整租·日坛国际公寓 1室1厅 西,日坛国际公寓,朝阳门外,1室1厅1卫,8000,近地铁 精装 集中供暖,西,https://m.lianjia.com/chuzu/bj/zufang/BJ2447751765492506624.html,元/月,116.44957,39.926007,958
3373,北京,整租,东城,1,1,1,83,整租·东方银座 1室1厅 东,东方银座,东直门,1室1厅1卫,12000,近地铁 精装 集中供暖 随时看房,东,https://m.lianjia.com/chuzu/bj/zufang/BJ2438918155998076928.html,元/月,116.441716,39.946158,1
7803,北京,整租,西城,1,1,1,65,整租·广外南街63号院 1室1厅 南,广外南街63号院,天宁寺,1室1厅1卫,5400,随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2483317226992836608.html,元/月,116.352266,39.886243,
3542,北京,整租,东城,1,1,2,131,整租·贡院六号 1室1厅 西南,贡院六号,建国门内,1室1厅2卫,17000,近地铁 精装 集中供暖 双卫生间,西南,https://m.lianjia.com/chuzu/bj/zufang/BJ2474658309437652992.html,元/月,116.438272,39.91638,567
25257,北京,整租,海淀,2,1,1,104,整租·远大园二区 2室1厅 东南,远大园二区,世纪城,2室1厅1卫,10000,近地铁 精装 集中供暖,东南,https://m.lianjia.com/chuzu/bj/zufang/BJ2469345426915205120.html,元/月,116.287916,39.962074,1188
47198,北京,整租,顺义,1,0,1,40,整租·东亚首航国际 1房间 西南,东亚首航国际,顺义其它,1房间1卫,2600,新上 集中供暖 随时看房,西南,https://m.lianjia.com/chuzu/bj/zufang/BJ2496290071297130496.html,元/月,116.605239,40.134877,1138
19735,北京,整租,朝阳,2,2,1,99,整租·火星园 2室2厅 南,火星园,太阳宫,2室2厅1卫,16000,近地铁 精装 集中供暖,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2419584656664952832.html,元/月,116.450729,39.977923,254
40067,北京,整租,昌平,2,0,2,84,整租·卢卡新天地 2房间 南,卢卡新天地,天通苑,2房间2卫,8000,近地铁 精装 双卫生间 随时看房,南,https://m.lianjia.com/chuzu/bj/zufang/BJ2384827773459382272.html,元/月,116.418958,40.064962,716
40695,北京,整租,大兴,2,1,1,91,整租·骏城 2室1厅 南/北,骏城,高米店南,2室1厅1卫,4600,精装 集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2354410806873440256.html,元/月,116.323868,39.763814,
10854,北京,整租,朝阳,3,1,2,149,整租·SOHO现代城 3室1厅 东,SOHO现代城,CBD,3室1厅2卫,13000,近地铁 集中供暖 双卫生间,东,https://m.lianjia.com/chuzu/bj/zufang/BJ2486153914513367040.html,元/月,116.482498,39.912103,37
16733,北京,整租,朝阳,3,1,2,150,整租·金星园 3室1厅 东北,金星园,三元桥,3室1厅2卫,17000,近地铁 精装 集中供暖 双卫生间 随时看房,东北,https://m.lianjia.com/chuzu/bj/zufang/BJ2424420583413653504.html,元/月,116.462116,39.973094,786
31574,北京,整租,丰台,2,1,1,97,整租·金隅润景阁 2室1厅 南/北,金隅润景阁,青塔,2室1厅1卫,7000,集中供暖,南 北,https://m.lianjia.com/chuzu/bj/zufang/BJ2463086418244157440.html,元/月,116.277909,39.89901,
35389,北京,整租,通州,1,1,1,64,整租·大方居 1室1厅 东南,大方居,九棵树(家乐福),1室1厅1卫,3200,集中供暖 随时看房,东南,https://m.lianjia.com/chuzu/bj/zufang/BJ2481225169981407232.html,元/月,116.63734,39.88191,
16961,北京,整租,朝阳,1,1,1,68,整租·世奥国际中心 2房间 东,世奥国际中心,芍药居,2房间1卫,8400,随时看房,东,https://m.lianjia.com/chuzu/bj/zufang/BJ2478891621639258112.html,元/月,116.438215,39.994255,
