longitude,latitude,aver_price,latlon
121.352494,31.104246,42.3,"121.352494,31.104246"
121.338721,31.092636,87.0,"121.338721,31.092636"
121.341691,31.082277,80.8,"121.341691,31.082277"
121.353117,31.105887,47.5,"121.353117,31.105887"
121.353117,31.105887,55.7,"121.353117,31.105887"
121.353117,31.105887,48.9,"121.353117,31.105887"
121.343634,31.097569,39.8,"121.343634,31.097569"
121.353117,31.105887,66.7,"121.353117,31.105887"
121.353117,31.105887,48.3,"121.353117,31.105887"
121.360122,31.091262,61.4,"121.360122,31.091262"
121.3648963,31.10408105,38.3,"121.3648963,31.10408105"
121.364783,31.099355,40.5,"121.364783,31.099355"
121.350627,31.090662,58.6,"121.350627,31.090662"
121.345773,31.086125,75.8,"121.345773,31.086125"
121.350627,31.090662,75.3,"121.350627,31.090662"
121.350627,31.090662,25.3,"121.350627,31.090662"
121.345773,31.086125,87.0,"121.345773,31.086125"
121.341691,31.082277,90.5,"121.341691,31.082277"
121.34761,31.092991,55.2,"121.34761,31.092991"
121.341691,31.082277,25.0,"121.341691,31.082277"
121.34761,31.092991,56.9,"121.34761,31.092991"
121.353117,31.105887,50.0,"121.353117,31.105887"
121.350627,31.090662,27.1,"121.350627,31.090662"
121.347764,31.080075,60.0,"121.347764,31.080075"
121.347211,31.083003,49.2,"121.347211,31.083003"
121.347211,31.083003,43.5,"121.347211,31.083003"
121.349972,31.101903,36.9,"121.349972,31.101903"
121.361396,31.088786,54.8,"121.361396,31.088786"
121.350627,31.090662,46.3,"121.350627,31.090662"
121.347211,31.083003,43.3,"121.347211,31.083003"
121.361396,31.088786,53.6,"121.361396,31.088786"
121.3685868,31.09724125,51.7,"121.3685868,31.09724125"
121.343325,31.10037,55.6,"121.343325,31.10037"
121.335749,31.078888,95.5,"121.335749,31.078888"
121.361926,31.096279,78.3,"121.361926,31.096279"
121.3540555,31.08650431,43.0,"121.3540555,31.08650431"
121.341231,31.083818,38.5,"121.341231,31.083818"
121.352725,31.080456,62.9,"121.352725,31.080456"
121.350627,31.090662,38.5,"121.350627,31.090662"
121.357222,31.094689,34.2,"121.357222,31.094689"
121.34761,31.092991,56.6,"121.34761,31.092991"
121.341388,31.082151,69.9,"121.341388,31.082151"
121.342129,31.092089,82.9,"121.342129,31.092089"
121.34761,31.092991,66.7,"121.34761,31.092991"
121.350877,31.100747,51.0,"121.350877,31.100747"
121.362695,31.105494,100.0,"121.362695,31.105494"
121.341691,31.082277,81.5,"121.341691,31.082277"
121.353117,31.105887,41.4,"121.353117,31.105887"
121.341691,31.082277,76.9,"121.341691,31.082277"
121.338721,31.092636,99.7,"121.338721,31.092636"
121.350877,31.100747,51.5,"121.350877,31.100747"
121.354455,31.101212,64.4,"121.354455,31.101212"
121.345773,31.086125,99.0,"121.345773,31.086125"
121.350627,31.090662,34.1,"121.350627,31.090662"
121.345773,31.086125,80.8,"121.345773,31.086125"
121.350627,31.090662,28.9,"121.350627,31.090662"
121.345773,31.086125,163.0,"121.345773,31.086125"
121.361396,31.088786,43.7,"121.361396,31.088786"
121.352494,31.104246,57.3,"121.352494,31.104246"
121.343634,31.097569,51.6,"121.343634,31.097569"
121.341388,31.082151,67.1,"121.341388,31.082151"
121.3462094,31.09919815,40.1,"121.3462094,31.09919815"
121.347764,31.080075,57.0,"121.347764,31.080075"
121.364783,31.099355,51.5,"121.364783,31.099355"
121.341691,31.082277,34.8,"121.341691,31.082277"
121.350627,31.090662,83.8,"121.350627,31.090662"
121.354399,31.096366,49.5,"121.354399,31.096366"
121.3345584,31.07949946,47.8,"121.3345584,31.07949946"
121.3540555,31.08650431,57.0,"121.3540555,31.08650431"
121.354399,31.096366,102.1,"121.354399,31.096366"
121.357887,31.096941,57.9,"121.357887,31.096941"
121.366553,31.092297,48.2,"121.366553,31.092297"
121.350627,31.090662,30.9,"121.350627,31.090662"
121.347764,31.080075,57.6,"121.347764,31.080075"
121.341691,31.082277,30.8,"121.341691,31.082277"
121.341691,31.082277,57.5,"121.341691,31.082277"
121.3405806,31.0938396,37.2,"121.3405806,31.0938396"
121.34761,31.092991,60.7,"121.34761,31.092991"
121.341691,31.082277,53.9,"121.341691,31.082277"
121.3445487,31.10054879,45.1,"121.3445487,31.10054879"
121.354455,31.101212,71.4,"121.354455,31.101212"
121.352494,31.104246,120.0,"121.352494,31.104246"
121.3540555,31.08650431,33.7,"121.3540555,31.08650431"
121.350627,31.090662,33.6,"121.350627,31.090662"
121.347211,31.083003,42.3,"121.347211,31.083003"
121.347211,31.083003,43.5,"121.347211,31.083003"
121.347764,31.080075,56.5,"121.347764,31.080075"
121.343634,31.097569,45.5,"121.343634,31.097569"
121.347211,31.083003,47.7,"121.347211,31.083003"
121.343325,31.10037,40.2,"121.343325,31.10037"
121.35115086371,31.08262905152,44.1,"121.35115086371,31.08262905152"
121.343325,31.10037,43.7,"121.343325,31.10037"
121.325559,31.080378,37.9,"121.325559,31.080378"
121.357887,31.096941,42.1,"121.357887,31.096941"
121.35115086371,31.08262905152,53.8,"121.35115086371,31.08262905152"
121.35115086371,31.08262905152,50.0,"121.35115086371,31.08262905152"
121.35115086371,31.08262905152,39.6,"121.35115086371,31.08262905152"
121.353117,31.105887,48.0,"121.353117,31.105887"
121.3315208,31.0801343,57.8,"121.3315208,31.0801343"
121.347764,31.080075,51.2,"121.347764,31.080075"
121.3587919,31.10426099,45.1,"121.3587919,31.10426099"
121.357887,31.096941,39.6,"121.357887,31.096941"
121.347764,31.080075,56.1,"121.347764,31.080075"
121.34761,31.092991,61.8,"121.34761,31.092991"
121.34761,31.092991,61.9,"121.34761,31.092991"
121.352725,31.080456,74.8,"121.352725,31.080456"
121.349972,31.101903,36.9,"121.349972,31.101903"
121.350627,31.090662,29.5,"121.350627,31.090662"
121.343634,31.097569,40.6,"121.343634,31.097569"
121.332853,31.081889,31.1,"121.332853,31.081889"
121.354215,31.105145,86.1,"121.354215,31.105145"
121.341691,31.082277,33.6,"121.341691,31.082277"
121.341231,31.083818,88.7,"121.341231,31.083818"
121.354181,31.089977,40.8,"121.354181,31.089977"
121.341691,31.082277,57.5,"121.341691,31.082277"
121.343634,31.097569,41.2,"121.343634,31.097569"
121.35115086371,31.08262905152,55.1,"121.35115086371,31.08262905152"
121.1922502,31.04328576,47.3,"121.1922502,31.04328576"
121.187511,31.046021,49.4,"121.187511,31.046021"
121.192226,31.046397,49.2,"121.192226,31.046397"
121.192411,31.033434,24.8,"121.192411,31.033434"
121.22651,31.044713,49.2,"121.22651,31.044713"
121.199536,31.045804,31.1,"121.199536,31.045804"
121.199536,31.045804,33.7,"121.199536,31.045804"
121.25584,31.040236,86.7,"121.25584,31.040236"
121.1853732,31.03984093,37.1,"121.1853732,31.03984093"
121.232715,31.030815,36.0,"121.232715,31.030815"
121.1922502,31.04328576,35.1,"121.1922502,31.04328576"
121.201529,31.039524,35.5,"121.201529,31.039524"
121.199536,31.045804,44.4,"121.199536,31.045804"
121.192226,31.046397,50.0,"121.192226,31.046397"
121.210286,31.034534,25.5,"121.210286,31.034534"
121.2504057,31.04279976,29.2,"121.2504057,31.04279976"
121.1907327,31.02909155,55.0,"121.1907327,31.02909155"
121.22651,31.044713,60.5,"121.22651,31.044713"
121.22651,31.044713,58.1,"121.22651,31.044713"
121.22651,31.044713,70.3,"121.22651,31.044713"
121.25584,31.040236,67.3,"121.25584,31.040236"
121.2429721,31.02859889,40.9,"121.2429721,31.02859889"
121.191985,31.034306,53.8,"121.191985,31.034306"
121.25584,31.040236,56.6,"121.25584,31.040236"
121.187362,31.032055,50.0,"121.187362,31.032055"
121.22651,31.044713,67.4,"121.22651,31.044713"
121.22651,31.044713,63.4,"121.22651,31.044713"
121.22651,31.044713,70.3,"121.22651,31.044713"
121.22651,31.044713,67.6,"121.22651,31.044713"
