longitude,latitude,aver_price,latlon
114.14383657527,22.590445917551,83.3,"114.14383657527,22.590445917551"
114.14864776367,22.587597989762,176.0,"114.14864776367,22.587597989762"
114.132671,22.582636,184.4,"114.132671,22.582636"
114.14504713021,22.586308071588,108.4,"114.14504713021,22.586308071588"
114.13457780866,22.584300311211,170.7,"114.13457780866,22.584300311211"
114.12831869058,22.582402643303,175.5,"114.12831869058,22.582402643303"
114.1454303902,22.582087152199,176.0,"114.1454303902,22.582087152199"
114.12985100779,22.582793074805,175.5,"114.12985100779,22.582793074805"
114.14356036174,22.589299535339,140.8,"114.14356036174,22.589299535339"
114.13135445885,22.58409847484,181.1,"114.13135445885,22.58409847484"
114.13135445885,22.58409847484,194.2,"114.13135445885,22.58409847484"
114.12584,22.594608,138.3,"114.12584,22.594608"
114.1306697128,22.582369105067,219.0,"114.1306697128,22.582369105067"
114.139605,22.582741,223.8,"114.139605,22.582741"
114.12584,22.594608,99.4,"114.12584,22.594608"
114.14864776367,22.587597989762,207.5,"114.14864776367,22.587597989762"
114.132671,22.582636,155.6,"114.132671,22.582636"
114.132671,22.582636,241.4,"114.132671,22.582636"
114.132671,22.582636,178.2,"114.132671,22.582636"
114.13135445885,22.58409847484,198.9,"114.13135445885,22.58409847484"
114.14864776367,22.587597989762,189.0,"114.14864776367,22.587597989762"
114.13135445885,22.58409847484,146.0,"114.13135445885,22.58409847484"
114.13135445885,22.58409847484,140.6,"114.13135445885,22.58409847484"
114.12831869058,22.582402643303,179.0,"114.12831869058,22.582402643303"
114.14356036174,22.589299535339,153.1,"114.14356036174,22.589299535339"
114.14356036174,22.589299535339,207.5,"114.14356036174,22.589299535339"
114.14278247622,22.587435310011,152.1,"114.14278247622,22.587435310011"
114.14864776367,22.587597989762,199.0,"114.14864776367,22.587597989762"
114.14875296839,22.580605615589,140.8,"114.14875296839,22.580605615589"
114.12831869058,22.582402643303,163.0,"114.12831869058,22.582402643303"
114.14875296839,22.580605615589,166.4,"114.14875296839,22.580605615589"
114.13135445885,22.58409847484,176.0,"114.13135445885,22.58409847484"
114.1306697128,22.582369105067,190.0,"114.1306697128,22.582369105067"
114.13258276756,22.585235469998,190.8,"114.13258276756,22.585235469998"
114.1306697128,22.582369105067,236.2,"114.1306697128,22.582369105067"
114.13135445885,22.58409847484,178.2,"114.13135445885,22.58409847484"
114.14864776367,22.587597989762,142.1,"114.14864776367,22.587597989762"
114.14356036174,22.589299535339,153.6,"114.14356036174,22.589299535339"
114.12985100779,22.582793074805,140.0,"114.12985100779,22.582793074805"
114.14356036174,22.589299535339,225.6,"114.14356036174,22.589299535339"
114.13135445885,22.58409847484,211.2,"114.13135445885,22.58409847484"
114.128808,22.584267,203.3,"114.128808,22.584267"
114.1454303902,22.582087152199,173.0,"114.1454303902,22.582087152199"
114.12692409885,22.586033085126,237.1,"114.12692409885,22.586033085126"
114.12692409885,22.586033085126,193.0,"114.12692409885,22.586033085126"
114.1454303902,22.582087152199,150.9,"114.1454303902,22.582087152199"
114.12692409885,22.586033085126,176.9,"114.12692409885,22.586033085126"
114.14812552806,22.589718488506,173.0,"114.14812552806,22.589718488506"
114.13758982282,22.574413755731,149.2,"114.13758982282,22.574413755731"
114.13860832044,22.566015224001,201.2,"114.13860832044,22.566015224001"
114.14439009254,22.567253507492,150.0,"114.14439009254,22.567253507492"
114.13827423508,22.565665867082,161.0,"114.13827423508,22.565665867082"
114.14685758083,22.577898757624,195.6,"114.14685758083,22.577898757624"
114.14685758083,22.577898757624,148.2,"114.14685758083,22.577898757624"
114.14685758083,22.577898757624,207.5,"114.14685758083,22.577898757624"
