longitude,latitude,aver_price,latlon
116.235582,39.88187,73.7,"116.235582,39.88187"
116.260405,39.900036,83.3,"116.260405,39.900036"
116.235582,39.88187,65.6,"116.235582,39.88187"
116.269851,39.897262,73.7,"116.269851,39.897262"
116.236608,39.880022,57.5,"116.236608,39.880022"
116.26973,39.901123,66.7,"116.26973,39.901123"
116.235582,39.88187,66.1,"116.235582,39.88187"
116.273591,39.901547,66.7,"116.273591,39.901547"
116.235582,39.88187,57.8,"116.235582,39.88187"
116.260837,39.873276,79.4,"116.260837,39.873276"
116.265831,39.898231,75.0,"116.265831,39.898231"
116.27468,39.89928,80.4,"116.27468,39.89928"
116.26973,39.901123,102.3,"116.26973,39.901123"
116.236608,39.880022,87.2,"116.236608,39.880022"
116.276524,39.902059,79.2,"116.276524,39.902059"
116.26973,39.901123,95.7,"116.26973,39.901123"
116.260837,39.873276,73.5,"116.260837,39.873276"
116.243894,39.86753,60.0,"116.243894,39.86753"
116.243894,39.86753,60.6,"116.243894,39.86753"
116.243894,39.86753,62.1,"116.243894,39.86753"
116.236608,39.880022,83.0,"116.236608,39.880022"
116.262872,39.89274,100.0,"116.262872,39.89274"
116.255863,39.88453,69.2,"116.255863,39.88453"
116.277126,39.897751,70.4,"116.277126,39.897751"
116.236608,39.880022,60.5,"116.236608,39.880022"
116.257914,39.897113,64.0,"116.257914,39.897113"
116.256428,39.873315,126.3,"116.256428,39.873315"
116.260837,39.873276,79.4,"116.260837,39.873276"
116.257914,39.897113,65.8,"116.257914,39.897113"
116.257104,39.873962,80.0,"116.257104,39.873962"
116.262872,39.89274,106.7,"116.262872,39.89274"
116.262442,39.897184,84.9,"116.262442,39.897184"
116.269851,39.897262,95.9,"116.269851,39.897262"
116.265831,39.898231,69.1,"116.265831,39.898231"
116.262872,39.89274,95.6,"116.262872,39.89274"
116.252995,39.896741,67.1,"116.252995,39.896741"
116.257914,39.897113,87.7,"116.257914,39.897113"
116.262872,39.89274,83.3,"116.262872,39.89274"
116.262442,39.897184,89.5,"116.262442,39.897184"
116.235582,39.88187,62.3,"116.235582,39.88187"
116.235582,39.88187,69.9,"116.235582,39.88187"
116.235582,39.88187,69.9,"116.235582,39.88187"
116.252995,39.896741,66.7,"116.252995,39.896741"
116.254785,39.899146,64.4,"116.254785,39.899146"
116.260714,39.901217,70.5,"116.260714,39.901217"
116.27468,39.89928,75.7,"116.27468,39.89928"
116.260714,39.901217,73.2,"116.260714,39.901217"
116.254785,39.899146,63.4,"116.254785,39.899146"
116.260714,39.901217,76.0,"116.260714,39.901217"
116.26973,39.901123,68.3,"116.26973,39.901123"
116.255335,39.897245,74.3,"116.255335,39.897245"
116.254785,39.899146,54.5,"116.254785,39.899146"
116.260405,39.900036,89.7,"116.260405,39.900036"
116.260714,39.901217,70.5,"116.260714,39.901217"
116.265669,39.894045,76.4,"116.265669,39.894045"
116.260714,39.901217,81.2,"116.260714,39.901217"
116.252995,39.896741,80.0,"116.252995,39.896741"
116.255335,39.897245,52.5,"116.255335,39.897245"
116.276825,39.901458,63.1,"116.276825,39.901458"
116.255863,39.88453,69.7,"116.255863,39.88453"
116.255863,39.88453,66.7,"116.255863,39.88453"
116.235582,39.88187,63.2,"116.235582,39.88187"
116.27468,39.89928,78.8,"116.27468,39.89928"
116.260714,39.901217,70.4,"116.260714,39.901217"
116.256428,39.873315,62.8,"116.256428,39.873315"
116.263854,39.875643,59.6,"116.263854,39.875643"
116.255863,39.88453,75.0,"116.255863,39.88453"
116.257914,39.897113,67.1,"116.257914,39.897113"
116.255335,39.897245,74.3,"116.255335,39.897245"
116.255335,39.897245,57.4,"116.255335,39.897245"
116.255863,39.88453,72.4,"116.255863,39.88453"
116.276825,39.901458,62.9,"116.276825,39.901458"
116.260714,39.901217,79.7,"116.260714,39.901217"
116.236608,39.880022,65.0,"116.236608,39.880022"
116.260714,39.901217,85.9,"116.260714,39.901217"
116.255335,39.897245,67.1,"116.255335,39.897245"
116.255335,39.897245,73.1,"116.255335,39.897245"
116.257914,39.897113,59.2,"116.257914,39.897113"
116.255335,39.897245,64.3,"116.255335,39.897245"
116.262442,39.897184,74.3,"116.262442,39.897184"
116.277934,39.901156,100.0,"116.277934,39.901156"
116.255917,39.880421,88.3,"116.255917,39.880421"
116.263854,39.875643,66.7,"116.263854,39.875643"
116.254897,39.870418,59.4,"116.254897,39.870418"
116.257104,39.873962,74.1,"116.257104,39.873962"
116.256428,39.873315,70.6,"116.256428,39.873315"
116.260837,39.873276,66.7,"116.260837,39.873276"
116.263854,39.875643,61.1,"116.263854,39.875643"
116.263854,39.875643,67.4,"116.263854,39.875643"
116.269851,39.897262,74.6,"116.269851,39.897262"
116.255863,39.88453,66.7,"116.255863,39.88453"
116.255335,39.897245,58.4,"116.255335,39.897245"
116.260714,39.901217,75.6,"116.260714,39.901217"
116.255863,39.88453,66.7,"116.255863,39.88453"
116.26973,39.901123,86.4,"116.26973,39.901123"
116.255863,39.88453,64.4,"116.255863,39.88453"
116.260714,39.901217,72.5,"116.260714,39.901217"
116.257104,39.873962,121.3,"116.257104,39.873962"
